Season,Episode,Speaker,Line
1,3,jesse,no give me that
1,3,walter,too late this is going down the toilet watch it go
1,3,jesse,no thats worth 40 grand you stupid shit
1,3,walter,its worth nothing when you smoke it all get off the toilet get off the toilet get off the toilet stop it
1,3,jesse,no no way
1,3,walter,where the hell do you think youre going
1,3,jesse,back off man jesus
1,3,walter,weve got work to do
1,3,jesse,no you got work to do i did my part
1,3,walter,you mean that obscenity that i spent the last two hours cleaning up that is your contribution
1,3,jesse,yo kiss my pink ass man i didnt ask for any of this how am i supposed to live here now huh my whole house smells like toe cheese and dry cleaning
1,3,walter,because you didnt follow my instructions
1,3,jesse,oh well heil hitler btch and let me tell you something else we flipped a coin okay you and me you and me coin flip is sacred
1,3,walter,damn it
1,3,jesse,your job is waiting for you in that basement as per the coin fcking do it already
1,3,marie,excuse me do you have these in black
1,3,marie,hey where have you been i called you two hours ago
1,3,hank,sorry baby im kinda busy here whats up
1,3,marie,kind of a lot actually and its a delicate subject so i need you to focus and
1,3,hank,hey sit down sit down
1,3,marie,damn it hank
1,3,hank,well sorry babe im just kind of in the middle of something here sit down sit your ass down comprende you too sit down sientete im back baby whats up
1,3,marie,walter jr
1,3,hank,yeah what about him
1,3,marie,marijuana hes smoking it
1,3,hank,bullshit
1,3,marie,excuse me his own mother seems to think so
1,3,hank,skyler told you that
1,3,marie,she inferred it
1,3,hank,she inferred it huh
1,3,marie,she strongly inferred it like doctor my friend suffers from erectile dysfunction please come on already i want you to talk to him
1,3,hank,walt should skyler better yet shell kick his butt up and down the block
1,3,marie,i think it ought to be you you know tell him some horror stories maybe show him some autopsy pictures
1,3,hank,what autopsy for a pot overdose come on i dont know baby its just that you know i figure his dad should be the one doing this thing dont you think
1,3,marie,hank he respects you
1,3,hank,yeah all right well listen ill swing by their place after work
1,3,marie,good scare him straight
1,3,hank,wheres my sugar
1,3,marie,im extremely clean
1,3,hank,what do you think
1,3,walter jr,about what
1,3,hank,this look like a nice place
1,3,walter jr,no not really
1,3,hank,think youd like to live here
1,3,walter jr,no
1,3,hank,you sure about that
1,3,walter jr,yeah pretty sure i thought we were going to cold stone creamery
1,3,hank,well a little detour figured wed come over here and check out how the other half lives this heres what we call the crystal palace now you know who lives in the palace methheads nasty skeevy methheads whod sell their grandmas coochie for a hit oh you think thats funny thats funny huh yeah well let me tell you something every last one of these miserable wastes of skin got started how how do you think they got started
1,3,walter jr,i dont know
1,3,hank,what do you think it was they were all doing before they graduated to shting meth in their dicks a gateway drug thats what we call it dollars to doughnuts and i shit you not that gateway drug was marijuana every time you understand
1,3,walter jr,um yeah so why are you telling me this
1,3,hank,cause i love you you little bastard hey i was young once you know the worlds a messed up place you know you know there was this one time whenhey hey hey you yeah you princess get over here dont make me get out of the car check this out see what im talking about
1,3,hank,did i say you could open your mouth and hands off the car other side go around the other side talk to my friend here whats your name sweetheart
1,3,hank,wendy huh how much do you charge for a windy wendy
1,3,hank,jesus was that my question dont think so hard its gonna hurt your brain are you on the pipe or the needle
1,3,hank,show us your teeth huh come on wendy lets see those pearly whites oh god see that pipe definitely big time big time on the pipe you got something you wanna ask wendy
1,3,walter jr,no not really
1,3,hank,you ever smoked anything else wendy sausages dont count seriously tell my friend here how you got started you probably used to be what like a girl scout or probably sang in a church choir
1,3,hank,he broke his leg playing football hes a qb got an arm like a howitzer so tell me wendy do you smoke pot
1,3,hank,all right hoof it get lost get out of here hey fair warning next time im gonna bust you so what do you think
1,3,walter jr,cool
1,3,jesse,shut the door lock it lock it who the hell was that
1,3,jesse,they ask about me huh
1,3,skyler,hello
1,3,walter,hey sweetie its me listen im so sorry the time it just completely got away from me there my fault my fault bogdan just kept me here late you know doing some inventory and ive i should have just you know youre right i gotta learn to say you know no but um sky you there
1,3,skyler,youre at the car wash
1,3,walter,yeah
1,3,skyler,i seriously doubt that since you quit two weeks ago i called bogdan looking for you quite an earful he gave me
1,3,walter,listen listen ill come home and well talk about it
1,3,skyler,i dont think so walt honey wherever you are why dont you just stay there tonight
1,3,walter,skyler skyler skyler
1,3,walter,how long was i out
1,3,walter,ive got lung cancer ill go make you another sandwich its safe theres no poison
1,3,walter,so that name krazy8 do i really have to call you that i mean no offense but dont you have a real name
1,3,walter,domingo thats sunday right id rather call you that if you dont mind
1,3,walter,so domingo are you from around town here or someplace else
1,3,walter,you know you keep telling me that i dont have it in me well maybe but maybe not i sure as hell am looking for any reason not to i mean any good reason at all sell me tell me what it is
1,3,walter,i dont know but you gotta convince me and youre going nowhere until you do
1,3,walter,really does that come in handy in the drug trade
1,3,walter,what does your dad do
1,3,walter,wait a minute i know that place wait a minute thats thatthey used to have those latenight
1,3,walter,wait a minute how did it go it was uh wait wait wait it was dont let shopping strain your braino just sing this short refraino
1,3,walter,did you write that being the musician of the family
1,3,walter,wait a minute tampico furniture i think when my son was born we bought his bassinet there
1,3,walter,oh well a crib then okay crib yeah no i remember that in fact i remember recognizing your dad from those commercials although he wasnt anywhere near as friendly in real life
1,3,walter,yeah he probably did and i was probably dumb enough to buy it
1,3,walter,so did you work there too
1,3,walter,so uh 16 years would you have been
1,3,walter,small world
1,3,walter,no one but you
1,3,walter,no
1,3,walter,not a conversation im even remotely ready to have
1,3,walter,i dont know what to do
1,3,walter,ill get the key
1,3,walter,no dont do this dont do this why are you doing this why are you doing this
1,3,walter,so youre not angry
1,3,walter,thats very understanding
1,3,walter,me too
1,3,walter,the moment i do are you gonna stick me with that broken piece of plate im sorry im sorry im sorry im so sorry
1,3,jesse,hello anybody down here
1,3,steve,so what do you think
1,3,hank,its a cook site gotta be nobody came way the hell out here just to buy fire there could have started by accident dont look like it was meant to destroy evidence got a couple of dually tracks headed away towards the road
1,3,steve,so what theyre in some kind of camperlab they accidentally start a fire and everybody fos
1,3,hank,yeah why not except why would that little hairgelled shit leave his car iyiyi gomie its a culture in decline
