Temporada,Episodio,Hablante,Frase,Key Lemmas,Evil Count Level 1: Selfish Evil,Evil Count Level 2: Manipulative Evil,Evil Count Level 3: Aggressive Evil,Evil Count Level 4: Dehumanizing Evil,Evil Count Level 5: Sadistic Evil,Hubris Count Arrogance and Pride,Hubris Count Disregard for Rules,Hubris Count Excessive Emotions,Hubris Count Grandiosity and Transcendence,Hubris Count Power and Control,Hubris Count Self-Justification,Total Evil Count,Total Hubris Count
1,1,skyler,so how are those feeling in the waist are they too tight cause you dont want to get em if theyre too tight,feeling waist tight cause dont want get em theyre tight,3,0,3,3,1,3,3,3,3,3,3,10,18
1,1,walter jr,theyre preshrunk,theyre preshrunk,0,0,0,0,0,0,0,0,2,0,0,0,2
1,1,skyler,are you sure you dont want to get a different kind like you know the skinny jeans those are really supposed to be in style now the skaters wear them,sure dont want get different kind know skinny jean really supposed style skater wear,5,0,5,5,4,5,5,5,0,5,5,19,25
1,1,walter jr,do i look like a skater,look skater,1,0,1,1,0,1,1,1,0,1,1,3,5
1,1,skyler,all right,right,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,walter,dont,dont,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,skyler,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,walter,dont,dont,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,skyler,walt,walt,1,0,1,1,0,1,1,1,0,1,1,3,5
1,1,walter jr,where,,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,skyler,i have no idea you know what dont even look at them theyre obviously very stupid yep i think that um i think those jeans look really good on you you should get em if you like em okay why dont you just hang out here for a second ill be right back,idea know dont even look theyre obviously stupid yep think think jean look really good get em em okay dont hang second ill right back,6,2,6,6,6,6,6,6,5,6,6,26,35
1,1,walter jr,fine,fine,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,walter,whats wrong chief having a little trouble walking,whats wrong chief little trouble walking,2,1,2,2,0,2,2,2,2,2,2,7,12
1,1,walter,well youll have one shot you better make it good what are you waiting for your girlfriends you better go take it take your shot take it come on come on,youll one shot better make good waiting girlfriend better go take take shot take come come,5,2,5,5,2,5,5,5,2,5,5,19,27
1,1,jesse,yeah nothing but cows got some big cow house way out that way like 2 miles but i dont see nobody,yeah nothing cow got big cow house way way mile dont see nobody,3,2,3,3,2,3,3,3,3,3,3,13,18
1,1,walter,cow house,cow house,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,jesse,yeah where they live the cows whatever man yeah lets cook here,yeah live cow whatever man yeah let cook,4,0,4,4,0,4,4,4,3,4,4,12,23
1,1,walter,cow house god help me,cow house god help,0,0,0,0,1,0,0,0,2,0,0,1,2
1,1,jesse,what are you doing,,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,walter,these are my good clothes i cant go home smelling like a meth lab,good clothes cant go home smelling meth lab,2,1,2,2,1,2,2,2,3,2,2,8,13
1,1,jesse,yeah you can i do those those uh youre keeping those on right,yeah youre keeping right,1,0,1,1,0,1,1,1,2,1,1,3,7
1,1,walter,come on daylights burning,come daylight burning,1,1,1,1,1,1,1,1,1,1,1,5,6
1,1,jesse,oh my god oh this is uh this is a good look for you and youre maybe only the worlds second biggest hm,oh god oh good look youre maybe world second biggest hm,1,2,1,1,4,1,1,1,3,1,1,9,8
1,1,walter,would you shut up and help me,would shut help,0,0,0,0,1,0,0,0,2,0,0,1,2
1,1,jesse,oh yeah oh yeah work it baby work it,oh yeah oh yeah work baby work,3,2,3,3,0,3,3,3,4,3,3,11,19
1,1,walter,turn that off,turn,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,jesse,this is glass grade i mean you gotjesus you got crystals in here two inches three inches long this is pure glass youre a gddmn artist this is art mr white,glass grade mean gotjesus got crystal two inch three inch long pure glass youre gddmn artist art mr white,7,0,7,7,3,7,7,7,4,7,7,24,39
1,1,walter,actually its just basic chemistry but thank you jesse im glad its acceptable,basic chemistry thank jesse im glad acceptable,5,2,5,5,1,5,5,5,2,5,5,18,27
1,1,jesse,acceptable youre the gddmn iron chef every jibhead from here to timbuktu is going to want a taste now i gotta try this,acceptable youre gddmn iron chef every jibhead timbuktu going want taste got ta try,6,3,6,6,3,6,6,6,2,6,6,24,32
1,1,walter,no no no we only sell it we dont use it,sell dont use,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,jesse,okay since when listen youve been watching way too much miami vice that aint happening,okay since listen youve watching way much miami vice aint happening,6,0,6,6,0,6,6,6,3,6,6,18,33
1,1,walter,so what now how do we proceed,proceed,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,jesse,we cook more tomorrow meantime i know just the guy to talk to,cook tomorrow meantime know guy talk,2,0,2,2,0,2,2,2,0,2,2,6,10
1,1,jesse,kraze how you doing my man you got a new dog right on man whats his name yeah i had a dog like that once except maybe like twice as big super purebred now me personally i would train him to go straight for the nuts,kraze man got new dog right man whats name yeah dog except maybe twice big super purebred personally would train go straight nut,10,3,10,10,4,10,10,10,4,10,10,37,54
1,1,jesse,i aint buying ese im selling tell me that aint the finest scante you ever laid eyes on go ahead try it hey poochie how you doing jesus christ see whatd i say,aint buying ese im selling tell aint finest scante ever laid eye go ahead try hey poochie jesus christ see whatd say,8,1,8,8,3,8,8,8,5,8,8,28,45
1,1,jesse,its all right its all right,right right,0,0,0,0,0,0,0,0,2,0,0,0,2
1,1,jesse,hell yeah im back with a vengeance vato loco gotta make a living you know with your cousin gone away and all and listen homes about that it really broke me up about emilio that dude is like my brother he okay you talk to him,hell yeah im back vengeance vato loco got ta make living know cousin gone away listen home really broke emilio dude brother okay talk,11,3,11,11,2,11,11,11,4,11,11,38,59
1,1,jesse,hey you know i got lucky twice,hey know got lucky twice,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,jesse,that is bullshit that is bullshit krazy8 i should kick his punk ass for even thinking that you know what next time you talk to emilio you tell him for me all right,bullshit bullshit kick punk as even thinking know next time talk emilio tell right,2,2,2,2,0,2,2,2,4,2,2,8,14
1,1,jesse,hey listen,hey listen,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,walter,id be willing to sell it to you if the price is right,id willing sell price right,0,0,0,0,1,0,0,0,1,0,0,1,1
1,1,walter,no,,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,jesse,run mr white run,run mr white run,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,walter,yeah,yeah,1,0,1,1,0,1,1,1,1,1,1,3,6
1,1,walter,wait wait a minute listen to me ill teach you my recipe what do you say you want to cook like me you let us both live and i will teach you put the cigarette out please,wait wait minute listen ill teach recipe say want cook let u live teach put cigarette please,8,0,8,8,0,8,8,8,2,8,8,24,42
1,1,walter,okay,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
1,1,jesse,what happened whatd you do to them,happened whatd,2,0,2,2,2,2,2,2,2,2,2,8,12
1,1,walter,red phosphorus in the presence of moisture and accelerated by heat yields phosphorus hydride phosphine gas one good whiff andwe gotta we gotta clean this up,red phosphorus presence moisture accelerated heat yield phosphorus hydride phosphine gas one good whiff andwe got ta got ta clean,8,0,8,8,7,8,8,8,9,8,8,31,49
1,1,skyler,where were you walt i dont know whats been going on with you lately but,walt dont know whats going lately,3,0,3,3,1,3,3,3,1,3,3,10,16
1,1,walter,nothing im fine,nothing im fine,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,skyler,whatever it is ill tell you this i do not like it when you dont talk to me the worst thing you can do is shut me out walter is that you,whatever ill tell dont talk worst thing shut walter,3,0,3,3,1,3,3,3,3,3,3,10,18
1,2,walter,you are a lifesaver,lifesaver,1,0,1,1,0,1,1,1,0,1,1,3,5
1,2,jesse,yeah man,yeah man,2,0,2,2,0,2,2,2,1,2,2,6,11
1,2,walter,we cant thank you enough,cant thank enough,2,0,2,2,0,2,2,2,2,2,2,6,12
1,2,jesse,hey mad props,hey mad prop,1,0,1,1,1,1,1,1,1,1,1,4,6
1,2,walter,i could have sworn the guy said south but then all of a sudden were off the main road im trying to read the map while im driving which is a bonehead maneuver and all of a sudden bam were in that ditch,could sworn guy said south sudden main road im trying read map im driving bonehead maneuver sudden bam ditch,8,2,8,8,11,8,8,8,3,8,8,37,43
1,2,jesse,yeah bam im like what the hell you know,yeah bam im hell know,2,1,2,2,0,2,2,2,2,2,2,7,12
1,2,walter,yes and my coffee mug coffee my mug of coffee it spills all over my pants i mean just a nightmare,yes coffee mug coffee mug coffee spill pant mean nightmare,3,0,3,3,0,3,3,3,1,3,3,9,16
1,2,jesse,dude you so need gps i mean for real,dude need gps mean real,2,0,2,2,3,2,2,2,0,2,2,9,10
1,2,walter,like i said we couldnt be more grateful,said couldnt grateful,2,0,2,2,2,2,2,2,0,2,2,8,10
1,2,jesse,cant we just dump em here,cant dump em,1,0,1,1,1,1,1,1,0,1,1,4,5
1,2,walter,what then somebody finds them then what people have seen us,somebody find people seen u,0,1,0,0,2,0,0,0,0,0,0,3,0
1,2,jesse,youre gonna flood it man,youre gon na flood man,2,0,2,2,1,2,2,2,0,2,2,7,10
1,2,walter,im not gonna flood it shes not gonna flood all right were just gonna stay positive right were going to clean up this mess wish you would start,im gon na flood shes gon na flood right gon na stay positive right going clean mess wish would start,6,0,6,6,3,6,6,6,4,6,6,21,34
1,2,jesse,damn it see you flooded it,damn see flooded,1,0,1,1,3,1,1,1,0,1,1,6,5
1,2,walter,all right all right you know what the rv is going to start now the rv is going to start right now its gonna start and were gonna drive it over to your house,right right know rv going start rv going start right gon na start gon na drive house,5,0,5,5,1,5,5,5,4,5,5,16,29
1,2,jesse,my house,house,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,walter,yes well drive it over there and park it overnight and then tomorrow,yes drive park overnight tomorrow,1,0,1,1,1,1,1,1,1,1,1,4,6
1,2,jesse,no man not my house,man house,1,0,1,1,0,1,1,1,1,1,1,3,6
1,2,walter,shut up after we finish cleaning up this mess we will go our separate ways our paths will never cross and we will tell this to no one understood,shut finish cleaning mess go separate way path never cross tell one understood,5,0,5,5,2,5,5,5,3,5,5,17,28
1,2,jesse,what i can talk now fine that goes double for me,talk fine go double,1,1,1,1,1,1,1,1,0,1,1,5,5
1,2,walter,be good to me oh shit,good oh shit,0,0,0,0,1,0,0,0,2,0,0,1,2
1,2,skyler,walt you coming out,walt coming,1,0,1,1,0,1,1,1,0,1,1,3,5
1,2,walter,yeah absolutely,yeah absolutely,2,1,2,2,0,2,2,2,1,2,2,7,11
1,2,walter,you wanna hear something funny we had a faculty meeting last thursday and the topic was senior class photos and how we had instituted a new rule last year that seniors are allowed to have photos taken by a photographer of their choice not necessarily the photographer that the school hires right so anyway some of the senior girls were going to that glamour shts place to have their photos taken and now theyre bringing us all these photos and joan epperman you know joan suddenly has to go through all these photos and turn them down because they show cleavage,wan na hear something funny faculty meeting last thursday topic senior class photo instituted new rule last year senior allowed photo taken photographer choice necessarily photographer school hire right anyway senior girl going glamour shts place photo taken theyre bringing u photo joan epperman know joan suddenly go photo turn show cleavage,24,1,24,24,5,24,24,24,19,24,24,78,139
1,2,skyler,did you get enough pancakes sweetie,get enough pancake sweetie,2,0,2,2,0,2,2,2,1,2,2,6,11
1,2,walter jr,yeah im good,yeah im good,1,0,1,1,1,1,1,1,1,1,1,4,6
1,2,walter,you know even these smallbusted girls have cleavage apparently theres some new type of brassiere or something,know even smallbusted girl cleavage apparently there new type brassiere something,6,2,6,6,1,6,6,6,2,6,6,21,32
1,2,walter jr,the wonderbra its the wonderbra,wonderbra wonderbra,2,2,2,2,2,2,2,2,0,2,2,10,10
1,2,walter,hey there youve reached walt skyler and walter junior we cant come to the phone right now so please leave us a message,hey youve reached walt skyler walter junior cant come phone right please leave u message,7,0,7,7,1,7,7,7,4,7,7,22,39
1,2,jesse,hello mr white this is att calling are you happy with your current long distance service cause if youre not i would definitely really love to talk to you as soon as possible about,hello mr white att calling happy current long distance service cause youre would definitely really love talk soon possible,7,1,7,7,3,7,7,7,3,7,7,25,38
1,2,walter,hello hello this is walter white speaking,hello hello walter white speaking,2,0,2,2,0,2,2,2,3,2,2,6,13
1,2,jesse,you said he was practically dead okay you said he would die any minute,said practically dead okay said would die minute,6,0,6,6,6,6,6,6,0,6,6,24,30
1,2,walter,listen i am having breakfast with my family right now and i really dont appreciate these sales calls,listen breakfast family right really dont appreciate sale call,8,1,8,8,1,8,8,8,1,8,8,26,41
1,2,jesse,well too bad man cause guess what hes still not dead i went and put my ear to the rv i can hear him like rolling around in there all right i think hes awake man i think hes trying to get loose where the hell are you im freaking out over here,bad man cause guess he still dead went put ear rv hear rolling around right think he awake man think he trying get loose hell im freaking,11,1,11,11,4,11,11,11,8,11,11,38,63
1,2,walter,calm down damn it,calm damn,2,0,2,2,1,2,2,2,0,2,2,7,10
1,2,jesse,are you gonna help me clean this up we got loose ends here,gon na help clean got loose end,2,0,2,2,1,2,2,2,1,2,2,7,11
1,2,walter,calm down i will be there after school,calm school,1,0,1,1,0,1,1,1,1,1,1,3,6
1,2,jesse,after school are you sh1tting me ditch it man call in sick,school ditch man call sick,2,0,2,2,1,2,2,2,2,2,2,7,12
1,2,walter,listen that is just not going to work for me im not interested in that at all and i would appreciate it if you dont call here anymore damn theyre so annoying those people,listen going work im interested would appreciate dont call anymore damn theyre annoying people,6,0,6,6,4,6,6,6,1,6,6,22,31
1,2,skyler,you have a good day sweetie,good day sweetie,1,0,1,1,2,1,1,1,0,1,1,5,5
1,2,walter jr,okay mom you too,okay mom,1,0,1,1,0,1,1,1,0,1,1,3,5
1,2,skyler,bye honey drive safe,bye honey drive safe,1,1,1,1,1,1,1,1,1,1,1,5,6
1,2,walter,okay,okay,1,0,1,1,0,1,1,1,0,1,1,3,5
1,2,jesse,yo yo yo 1483369 representing the abq what up biatch leave it at the tone,yo yo yo representing abq biatch leave tone,3,2,3,3,0,3,3,3,1,3,3,11,16
1,2,walter,so the term chiral derives from the greek word hand  the concept here being that just as your left hand and your right hand are mirror images of one another right identical and yet opposite well so too organic compounds can exist as mirror image forms of one another all the way down at the molecular level but although they may look the same they dont always behave the same for instanceim sorry for instance thalidomide the righthanded isomer of the drug thalidomide is a perfectly fine good medicine to give to a pregnant woman to prevent morning sickness but make the mistake of giving that same pregnant woman the lefthanded isomer of the drug thalidomide and her child will be born with horrible birth defects which is precisely what happened in the 1950s so chiral chirality mirrored images right active inactive good bad yes ben,term chiral derives greek word hand concept left hand right hand mirror image one another right identical yet opposite organic compound exist mirror image form one another way molecular level although may look dont always behave instanceim sorry instance thalidomide righthanded isomer drug thalidomide perfectly fine good medicine give pregnant woman prevent morning sickness make mistake giving pregnant woman lefthanded isomer drug thalidomide child born horrible birth defect precisely happened chiral chirality mirrored image right active inactive good bad yes ben,37,6,37,37,28,37,37,37,24,37,37,145,209
1,2,walter,what,,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,walter,the chirality on the midterm no no well maybe maybe yes you know but prepare for it to be on the midterm cant hurt to know it right knowledge is power,chirality midterm maybe maybe yes know prepare midterm cant hurt know right knowledge power,5,2,5,5,3,5,5,5,3,5,5,20,28
1,2,jesse,oh no no not good not good,oh good good,0,0,0,0,2,0,0,0,1,0,0,2,1
1,2,walter,what thehey you listen no no no no oh god,thehey listen oh god,0,0,0,0,1,0,0,0,3,0,0,1,3
1,2,skyler,milfs what the hell is a milf,milfs hell milf,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,walter,now what the other one out in the rv hesyoure sure,one rv hesyoure sure,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,jesse,yes,yes,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,walter,positive,positive,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,jesse,feel free to go check it yourself,feel free go check,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,walter,yes good idea maybe i should do that before he too wanders off on the damn street,yes good idea maybe wanders damn street,4,1,4,4,4,4,4,4,0,4,4,17,20
1,2,jesse,okay you know what i,okay know,1,0,1,1,0,1,1,1,0,1,1,3,5
1,2,walter,all right all right the one downstairs tell me about him come on anything something start with his name at least,right right one downstairs tell come anything something start name least,5,0,5,5,1,5,5,5,4,5,5,16,29
